i,W,q,Q,cth,t,t0,obs,value,stat,syst+,syst-,unit
1,1.994200E+00,7.763713E-01,1.896706E-01,7.962715E-01,-3.363169E-01,-2.763169E-01,ds/dt,3.367000E-01,1.680000E-02,6.770000E-02,-6.770000E-02,mub/GeV2
2,1.994200E+00,7.763713E-01,1.896706E-01,6.604525E-01,-3.763169E-01,-2.763169E-01,ds/dt,2.808000E-01,1.330000E-02,3.850000E-02,-3.850000E-02,mub/GeV2
3,1.994200E+00,7.763713E-01,1.896706E-01,5.246335E-01,-4.163169E-01,-2.763169E-01,ds/dt,2.853000E-01,1.350000E-02,1.030000E-02,-1.030000E-02,mub/GeV2
4,1.994200E+00,7.763713E-01,1.896706E-01,3.888146E-01,-4.563169E-01,-2.763169E-01,ds/dt,2.411000E-01,1.190000E-02,1.730000E-02,-1.730000E-02,mub/GeV2
5,1.994200E+00,7.763713E-01,1.896706E-01,2.529956E-01,-4.963169E-01,-2.763169E-01,ds/dt,2.059000E-01,1.080000E-02,1.040000E-02,-1.040000E-02,mub/GeV2
6,2.040700E+00,8.046509E-01,2.877657E-01,8.704389E-01,-2.623287E-01,-2.023287E-01,ds/dt,5.033000E-01,2.100000E-02,3.310000E-02,-3.310000E-02,mub/GeV2
7,2.040700E+00,8.046509E-01,2.877657E-01,7.840648E-01,-3.023287E-01,-2.023287E-01,ds/dt,4.052000E-01,1.540000E-02,3.850000E-02,-3.850000E-02,mub/GeV2
8,2.040700E+00,8.046509E-01,2.877657E-01,6.976907E-01,-3.423287E-01,-2.023287E-01,ds/dt,3.562000E-01,1.380000E-02,2.980000E-02,-2.980000E-02,mub/GeV2
9,2.040700E+00,8.046509E-01,2.877657E-01,6.113166E-01,-3.823287E-01,-2.023287E-01,ds/dt,3.262000E-01,1.300000E-02,1.890000E-02,-1.890000E-02,mub/GeV2
10,2.040700E+00,8.046509E-01,2.877657E-01,5.249426E-01,-4.223287E-01,-2.023287E-01,ds/dt,2.929000E-01,1.150000E-02,2.180000E-02,-2.180000E-02,mub/GeV2
11,2.086100E+00,8.320452E-01,3.599764E-01,8.998386E-01,-2.207989E-01,-1.607989E-01,ds/dt,5.815000E-01,2.520000E-02,6.820000E-02,-6.820000E-02,mub/GeV2
12,2.086100E+00,8.320452E-01,3.599764E-01,8.330644E-01,-2.607989E-01,-1.607989E-01,ds/dt,4.991000E-01,1.960000E-02,4.430000E-02,-4.430000E-02,mub/GeV2
13,2.086100E+00,8.320452E-01,3.599764E-01,7.662901E-01,-3.007989E-01,-1.607989E-01,ds/dt,4.159000E-01,1.560000E-02,4.950000E-02,-4.950000E-02,mub/GeV2
14,2.086100E+00,8.320452E-01,3.599764E-01,6.995158E-01,-3.407989E-01,-1.607989E-01,ds/dt,4.453000E-01,1.690000E-02,7.010000E-02,-7.010000E-02,mub/GeV2
15,2.086100E+00,8.320452E-01,3.599764E-01,6.327416E-01,-3.807989E-01,-1.607989E-01,ds/dt,3.571000E-01,1.450000E-02,2.400000E-02,-2.400000E-02,mub/GeV2
16,2.130600E+00,8.587022E-01,4.200402E-01,9.168260E-01,-1.929392E-01,-1.329392E-01,ds/dt,7.171000E-01,3.610000E-02,1.199000E-01,-1.199000E-01,mub/GeV2
17,2.130600E+00,8.587022E-01,4.200402E-01,8.613766E-01,-2.329392E-01,-1.329392E-01,ds/dt,7.058000E-01,2.920000E-02,2.660000E-02,-2.660000E-02,mub/GeV2
18,2.130600E+00,8.587022E-01,4.200402E-01,8.059273E-01,-2.729392E-01,-1.329392E-01,ds/dt,5.945000E-01,2.400000E-02,4.710000E-02,-4.710000E-02,mub/GeV2
19,2.130600E+00,8.587022E-01,4.200402E-01,7.504779E-01,-3.129392E-01,-1.329392E-01,ds/dt,4.673000E-01,1.950000E-02,2.100000E-02,-2.100000E-02,mub/GeV2
20,2.130600E+00,8.587022E-01,4.200402E-01,6.950286E-01,-3.529392E-01,-1.329392E-01,ds/dt,3.744000E-01,1.620000E-02,4.420000E-02,-4.420000E-02,mub/GeV2
21,2.174200E+00,8.846452E-01,4.725472E-01,9.282360E-01,-1.727015E-01,-1.127015E-01,ds/dt,7.187000E-01,4.860000E-02,1.023000E-01,-1.023000E-01,mub/GeV2
22,2.174200E+00,8.846452E-01,4.725472E-01,8.803933E-01,-2.127015E-01,-1.127015E-01,ds/dt,6.419000E-01,3.110000E-02,3.440000E-02,-3.440000E-02,mub/GeV2
23,2.174200E+00,8.846452E-01,4.725472E-01,8.325506E-01,-2.527015E-01,-1.127015E-01,ds/dt,5.528000E-01,2.550000E-02,7.450000E-02,-7.450000E-02,mub/GeV2
24,2.174200E+00,8.846452E-01,4.725472E-01,7.847079E-01,-2.927015E-01,-1.127015E-01,ds/dt,4.624000E-01,2.050000E-02,3.510000E-02,-3.510000E-02,mub/GeV2
25,2.174200E+00,8.846452E-01,4.725472E-01,7.368652E-01,-3.327015E-01,-1.127015E-01,ds/dt,4.505000E-01,2.040000E-02,3.070000E-02,-3.070000E-02,mub/GeV2
26,2.217000E+00,9.099537E-01,5.198419E-01,9.365794E-01,-1.572482E-01,-9.724816E-02,ds/dt,7.754000E-01,7.100000E-02,6.040000E-02,-6.040000E-02,mub/GeV2
27,2.217000E+00,9.099537E-01,5.198419E-01,8.942989E-01,-1.972482E-01,-9.724816E-02,ds/dt,6.640000E-01,4.150000E-02,2.610000E-02,-2.610000E-02,mub/GeV2
28,2.217000E+00,9.099537E-01,5.198419E-01,8.520185E-01,-2.372482E-01,-9.724816E-02,ds/dt,6.215000E-01,3.310000E-02,4.260000E-02,-4.260000E-02,mub/GeV2
29,2.217000E+00,9.099537E-01,5.198419E-01,8.097381E-01,-2.772482E-01,-9.724816E-02,ds/dt,5.022000E-01,2.300000E-02,2.480000E-02,-2.480000E-02,mub/GeV2
30,2.217000E+00,9.099537E-01,5.198419E-01,7.674576E-01,-3.172482E-01,-9.724816E-02,ds/dt,4.302000E-01,2.120000E-02,2.310000E-02,-2.310000E-02,mub/GeV2
31,2.258900E+00,9.345865E-01,5.630928E-01,9.429938E-01,-1.450878E-01,-8.508777E-02,ds/dt,7.271000E-01,8.460000E-02,1.039000E-01,-1.039000E-01,mub/GeV2
32,2.258900E+00,9.345865E-01,5.630928E-01,9.049897E-01,-1.850878E-01,-8.508777E-02,ds/dt,5.615000E-01,3.670000E-02,3.890000E-02,-3.890000E-02,mub/GeV2
33,2.258900E+00,9.345865E-01,5.630928E-01,8.669856E-01,-2.250878E-01,-8.508777E-02,ds/dt,4.425000E-01,2.480000E-02,4.080000E-02,-4.080000E-02,mub/GeV2
34,2.258900E+00,9.345865E-01,5.630928E-01,8.289815E-01,-2.650878E-01,-8.508777E-02,ds/dt,4.399000E-01,2.690000E-02,3.800000E-02,-3.800000E-02,mub/GeV2
35,2.258900E+00,9.345865E-01,5.630928E-01,7.909774E-01,-3.050878E-01,-8.508777E-02,ds/dt,4.093000E-01,2.380000E-02,4.560000E-02,-4.560000E-02,mub/GeV2
36,2.300100E+00,9.586769E-01,6.033136E-01,9.481312E-01,-1.352422E-01,-7.524218E-02,ds/dt,5.836000E-01,8.710000E-02,8.340000E-02,-8.340000E-02,mub/GeV2
37,2.300100E+00,9.586769E-01,6.033136E-01,9.135521E-01,-1.752422E-01,-7.524218E-02,ds/dt,4.521000E-01,3.790000E-02,2.040000E-02,-2.040000E-02,mub/GeV2
38,2.300100E+00,9.586769E-01,6.033136E-01,8.789729E-01,-2.152422E-01,-7.524218E-02,ds/dt,3.822000E-01,2.750000E-02,3.660000E-02,-3.660000E-02,mub/GeV2
39,2.300100E+00,9.586769E-01,6.033136E-01,8.443937E-01,-2.552422E-01,-7.524218E-02,ds/dt,4.159000E-01,2.930000E-02,3.000000E-02,-3.000000E-02,mub/GeV2
40,2.300100E+00,9.586769E-01,6.033136E-01,8.098145E-01,-2.952422E-01,-7.524218E-02,ds/dt,3.583000E-01,2.730000E-02,1.920000E-02,-1.920000E-02,mub/GeV2
41,2.340500E+00,9.821803E-01,6.409496E-01,8.570358E-01,-2.471442E-01,-6.714425E-02,ds/dt,6.228000E-01,4.670000E-02,3.160000E-02,-3.160000E-02,mub/GeV2
42,2.340500E+00,9.821803E-01,6.409496E-01,8.252659E-01,-2.871442E-01,-6.714425E-02,ds/dt,5.617000E-01,4.000000E-02,6.820000E-02,-6.820000E-02,mub/GeV2
43,2.380300E+00,1.005225E+00,6.765724E-01,8.676680E-01,-2.403531E-01,-6.035306E-02,ds/dt,6.534000E-01,5.360000E-02,5.190000E-02,-5.190000E-02,mub/GeV2
44,2.380300E+00,1.005225E+00,6.765724E-01,8.382608E-01,-2.803531E-01,-6.035306E-02,ds/dt,6.069000E-01,5.040000E-02,1.900000E-01,-1.900000E-01,mub/GeV2
45,2.419300E+00,1.027706E+00,7.102891E-01,8.767070E-01,-2.346182E-01,-5.461822E-02,ds/dt,7.104000E-01,7.220000E-02,4.430000E-02,-4.430000E-02,mub/GeV2
46,2.419300E+00,1.027706E+00,7.102891E-01,8.493085E-01,-2.746182E-01,-5.461822E-02,ds/dt,6.868000E-01,6.590000E-02,3.010000E-02,-3.010000E-02,mub/GeV2
47,2.457800E+00,1.049806E+00,7.425760E-01,8.845504E-01,-2.296891E-01,-4.968906E-02,ds/dt,6.062000E-01,7.530000E-02,3.710000E-02,-3.710000E-02,mub/GeV2
48,2.457800E+00,1.049806E+00,7.425760E-01,8.588949E-01,-2.696891E-01,-4.968906E-02,ds/dt,6.965000E-01,7.330000E-02,3.320000E-02,-3.320000E-02,mub/GeV2
49,1.994200E+00,7.763713E-01,1.896706E-01,1.171766E-01,-5.363169E-01,-2.763169E-01,ds/dt,1.939000E-01,1.070000E-02,2.510000E-02,-2.510000E-02,mub/GeV2
50,1.994200E+00,7.763713E-01,1.896706E-01,-1.864241E-02,-5.763169E-01,-2.763169E-01,ds/dt,1.536000E-01,9.200000E-03,8.100000E-03,-8.100000E-03,mub/GeV2
51,1.994200E+00,7.763713E-01,1.896706E-01,-1.544614E-01,-6.163169E-01,-2.763169E-01,ds/dt,1.456000E-01,9.200000E-03,7.600000E-03,-7.600000E-03,mub/GeV2
52,1.994200E+00,7.763713E-01,1.896706E-01,-2.902804E-01,-6.563169E-01,-2.763169E-01,ds/dt,1.441000E-01,1.010000E-02,2.140000E-02,-2.140000E-02,mub/GeV2
53,1.994200E+00,7.763713E-01,1.896706E-01,-4.260994E-01,-6.963169E-01,-2.763169E-01,ds/dt,1.393000E-01,1.100000E-02,2.140000E-02,-2.140000E-02,mub/GeV2
54,2.040700E+00,8.046509E-01,2.877657E-01,4.385685E-01,-4.623287E-01,-2.023287E-01,ds/dt,2.734000E-01,1.110000E-02,2.560000E-02,-2.560000E-02,mub/GeV2
55,2.040700E+00,8.046509E-01,2.877657E-01,3.521944E-01,-5.023287E-01,-2.023287E-01,ds/dt,2.335000E-01,1.020000E-02,9.900000E-03,-9.900000E-03,mub/GeV2
56,2.040700E+00,8.046509E-01,2.877657E-01,2.658203E-01,-5.423287E-01,-2.023287E-01,ds/dt,2.345000E-01,1.130000E-02,1.660000E-02,-1.660000E-02,mub/GeV2
57,2.040700E+00,8.046509E-01,2.877657E-01,1.794462E-01,-5.823287E-01,-2.023287E-01,ds/dt,2.133000E-01,1.000000E-02,2.480000E-02,-2.480000E-02,mub/GeV2
58,2.040700E+00,8.046509E-01,2.877657E-01,9.307214E-02,-6.223287E-01,-2.023287E-01,ds/dt,2.082000E-01,1.030000E-02,1.240000E-02,-1.240000E-02,mub/GeV2
59,2.086100E+00,8.320452E-01,3.599764E-01,5.659673E-01,-4.207989E-01,-1.607989E-01,ds/dt,2.992000E-01,1.280000E-02,4.380000E-02,-4.380000E-02,mub/GeV2
60,2.086100E+00,8.320452E-01,3.599764E-01,4.991931E-01,-4.607989E-01,-1.607989E-01,ds/dt,2.842000E-01,1.220000E-02,1.300000E-02,-1.300000E-02,mub/GeV2
61,2.086100E+00,8.320452E-01,3.599764E-01,4.324188E-01,-5.007989E-01,-1.607989E-01,ds/dt,2.484000E-01,1.140000E-02,1.860000E-02,-1.860000E-02,mub/GeV2
62,2.086100E+00,8.320452E-01,3.599764E-01,3.656446E-01,-5.407989E-01,-1.607989E-01,ds/dt,2.034000E-01,9.600000E-03,2.360000E-02,-2.360000E-02,mub/GeV2
63,2.086100E+00,8.320452E-01,3.599764E-01,2.988703E-01,-5.807989E-01,-1.607989E-01,ds/dt,1.707000E-01,8.700000E-03,3.060000E-02,-3.060000E-02,mub/GeV2
